Ref #,State,Organization,Date,Fact-Check URL,Author,Title,Paywall — Wayback Machine Link,TV Alternate/Duplicate Link,Notes,Claimant Name // (Claim Source?),Type of Claimant,Political Designation,Party Affiliation,Current Officeholder?,Current Position,Running for Office?,Aspiring Position,Topic,Source of Statement,Fact-Check Format,Was a Definitive Rating Given?,Multiple claims?,DELETE,INDIVIDUAL RECORD,ECONOMIC ISSUES,GOVERNMENT OPERATIONS,VOTING/ELECTIONS,CIVIL RIGHTS MINORITY ISSUES AND CIVIL LIBERTIES,IMMIGRATION AND REFUGEE ISSUES,LGBTQ,RACE,RELIGION,SOCIAL WELFARE,EDUCATION,ABORTION/WOMEN,HEALTH,LAW AND CRIME AND POLICING,GUNS,HISTORY,LEGISLATION,AGRICULTURE,ENERGY AND ENVIRONMENT,COMMUNITY DEVELOPMENT AND HOUSING,TECHNOLOGY SCIENCE SPACE,MEDIA AND COMMUNICATIONS
288,Iowa,Gazette Fact Checker,4/30/2022,https://www.thegazette.com/state-government/fact-checker-iowa-voucher-bill-doesnt-add-transparency-rules-for-private-schools/,Gazette Fact Checker team,Fact Checker: Private-school scholarship bill doesn’t add transparency requirements,https://web.archive.org/web/20220831010552/https://www.thegazette.com/state-government/fact-checker-iowa-voucher-bill-doesnt-add-transparency-rules-for-private-schools/,,,Liz Mathis,Political,Politician,Democratic,Yes,State Legislator,Yes,U.S. Representative,"Legislation, Education",Social Media,Audio + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
289,Iowa,Gazette Fact Checker,5/16/2022,https://www.thegazette.com/government-politics/fact-checker-do-school-vouchers-save-money-and-improve-academic-performance/,Gazette Fact Checker team,Fact Checker: Do school vouchers save money?,https://web.archive.org/web/20220527083017/https://www.thegazette.com/government-politics/fact-checker-do-school-vouchers-save-money-and-improve-academic-performance/,,,Kim Reynolds,Political,Politician,Republican,Yes,Governor,Yes,Governor,Education,Written Statement,Audio + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290,Iowa,Gazette Fact Checker,5/23/2022,https://www.thegazette.com/government-politics/fact-checker-does-finkenauer-support-abortion-up-until-birth/,Gazette Fact Checker team,Fact Checker: Does Finkenauer support abortion “until birth?”,https://web.archive.org/web/20220000000000*/https://www.thegazette.com/government-politics/fact-checker-does-finkenauer-support-abortion-up-until-birth/,,,Chuck Grassley,Political,Politician,Republican,Yes,U.S. Senator,Yes,U.S. Senator,"Abortion/Women, Legislation, Individual Record",Written Statement,Audio + Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
291,Iowa,Gazette Fact Checker,6/20/2022,https://www.thegazette.com/fact-checker-podcast/fact-checker-did-kim-reynolds-want-to-jail-teachers-librarians/,Gazette Fact Checker team,"Fact Check: Did Reynolds want to jail teachers, librarians?",https://web.archive.org/web/20220620140636/https://www.thegazette.com/fact-checker-podcast/fact-checker-did-kim-reynolds-want-to-jail-teachers-librarians/,,,Iowa Democratic Party,Political,Political organization,Democratic,,,,,"Legislation, Education, Law and Crime and Policing, LGBTQ",Social Media,Audio + Article,Yes,,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
292,Iowa,Gazette Fact Checker,6/27/2022,https://www.thegazette.com/national-politics/fact-checker-joni-ernst-says-u-s-spending-3m-a-day-to-guard-border-wall-materials-is-that-true/,Gazette Fact Checker team,Is U.S. spending $3M daily to guard border wall materials?,https://web.archive.org/web/20220831014502/https://www.thegazette.com/national-politics/fact-checker-joni-ernst-says-u-s-spending-3m-a-day-to-guard-border-wall-materials-is-that-true/,,,Joni Ernst,Political,Politician,Republican,Yes,U.S. Senator,No,,"Immigration and Refugee Issues, Economic Issues",Social Media,Audio + Article,Yes,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Iowa,Gazette Fact Checker,7/11/2022,https://www.thegazette.com/government-politics/fact-checker-does-ashley-hinson-support-criminalizing-abortions-with-no-exceptions/,Gazette Fact Checker team,Does Ashley Hinson support criminalizing abortions with no exceptions?,https://web.archive.org/web/20220922045527/https://www.thegazette.com/government-politics/fact-checker-does-ashley-hinson-support-criminalizing-abortions-with-no-exceptions/,,,Liz Mathis,Political,Politician,Democratic,Yes,State Legislator,Yes,U.S. Representative,Abortion/Women,Social Media,Audio + Article,Yes,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
294,Iowa,Gazette Fact Checker,7/25/2022,https://www.thegazette.com/government-politics/fact-checker-iowa-gop-chair-says-dem-kevin-kinney-votes-in-lock-step-with-progressives/,Gazette Fact Checker team,Did Iowa Democrat vote in ‘lock step’ with party?,https://web.archive.org/web/20221010132538/https://www.thegazette.com/government-politics/fact-checker-iowa-gop-chair-says-dem-kevin-kinney-votes-in-lock-step-with-progressives/,,,Jeff Kaufmann,Political,Political organization,Republican,Yes,State Political Party Chair,,,Individual Record,Speech/Remarks,Audio + Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Iowa,Gazette Fact Checker,8/8/2022,https://www.thegazette.com/government-politics/fact-checker-did-grassley-take-1-4-million-from-the-pharmaceutical-industry/,Gazette Fact Checker team,Fact Checker: Did Grassley take $1.4 million from the pharmaceutical industry?,,,,Mike Franken,Political,Politician,Democratic,No,,Yes,U.S. Senator,"Health, Legislation, Individual Record",Written Statement,Audio + Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
296,Iowa,Gazette Fact Checker,8/29/2022,https://www.thegazette.com/state-government/fact-checker-joel-miller-says-paul-pate-pushed-voters-one-step-closer-to-being-canceled/,Gazette Fact Checker team,Fact Checker: Joel Miller says Paul Pate pushed voters ‘one step closer’ to being canceled,,,,Joel Miller,Political,Politician,Democratic,Yes,County Official,Yes,State Secretary of State,Voting/Elections,Social Media,Audio + Article,Yes,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Iowa,Gazette Fact Checker,10/10/2022,https://www.thegazette.com/fact-checker-podcast/fact-checker-christina-bohannan-targets-mariannette-miller-meeks-over-oil-and-gas-industry-contribu/,Gazette Fact Checker team,Fact Checker: Christina Bohannan targets Mariannette Miller-Meeks over oil and gas industry contributions. Was she right?,,,,Christina Bohannan,Political,Politician,Democratic,Yes,State Legislator,Yes,U.S. Representative,"Individual Record, Energy and Environment, Economic Issues",Debate,Audio + Article,Yes,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
299,Iowa,Gazette Fact Checker,10/10/2022,https://www.thegazette.com/fact-checker-podcast/fact-checker-mariannette-miller-meeks-says-irs-will-be-larger-than-four-other-federal-agencies-is/,Gazette Fact Checker team,Fact Checker: Mariannette Miller-Meeks says IRS will be larger than four other federal agencies. Is she right?,,,,Mariannette Miller-Meeks,Political,Politician,Republican,Yes,U.S. Representative,Yes,U.S. Representative,"Legislation, Government Operations",Debate,Audio + Article,Yes,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300,Iowa,Gazette Fact Checker,11/2/2022,https://www.thegazette.com/campaigns-elections/fact-checker-grassley-ads-attack-franken-for-wanting-to-penalize-non-voters/,Gazette Fact Checker team,Fact Checker: Grassley ads attack Franken for wanting to penalize non-voters,,,,Chuck Grassley,Political,Politician,Republican,Yes,U.S. Senator,Yes,U.S. Senator,Voting/Elections,Advertisement,Audio + Article,Yes,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/iowa-get-the-facts-fact-checking-the-first-campaign-ads-in-iowa-attorney-general-race-brenna-bird-tom-miller/41321324,Amanda Rooker,Get the facts: Fact-checking the first campaign ads in Iowa Attorney General race,,,,Tom Miller,Political,Politician,Democratic,Yes,State Attorney General,Yes,State Attorney General,"Abortion/Women, Individual Record",Advertisement,Video + Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
302,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/is-democrat-cindy-axne-attack-against-republican-zach-nunn-factual/40297529,James Stratton,Fact Check: Is Axne attack against Zach Nunn factual?,,,,Cindy Axne,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,"Legislation, Voting/Elections, Individual Record",Advertisement,Video,Yes,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/iowa-3rd-congressional-district-axne-campaign-ad-attacks-zach-nunn-over-adventureland-death/40290430,Marcus McIntosh,Axne campaign ad attacks Zach Nunn over Adventureland death,,,"this one is interesting: the article doesn't give a definitive rating/is more of an explained. but the video breaks down the larger claim sentence by sentence and fact checks, each providing a rating",Cindy Axne,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,"Individual Record, Legislation",Advertisement,Video + Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
304,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/iowa-second-axne-campaign-ad-attacks-nunn-over-multiple-incidents-over-the-years-at-adventureland/40463759,Amanda Rooker,Second Axne campaign ad attacks Nunn over multiple incidents over the years at Adventureland,,,,Cindy Axne,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,"Individual Record, Legislation",Advertisement,Video + Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
305,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/get-the-facts-another-attack-ad-in-the-race-to-represent-iowa-in-the-senate/41176022,James Stratton,Get the facts: Another attack ad in the race to represent Iowa in the Senate,,,,Mike Franken,Political,Politician,Democratic,No,,Yes,U.S. Senator,"Agriculture, Economic Issues",Advertisement,Video + Article,Yes,A,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/get-the-facts-another-attack-ad-in-the-race-to-represent-iowa-in-the-senate/41176022,James Stratton,Get the facts: Another attack ad in the race to represent Iowa in the Senate,,,,Mike Franken,Political,Politician,Democratic,No,,Yes,U.S. Senator,"Individual Record, Voting/Elections, Agriculture",Advertisement,Video + Article,Yes,B,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/get-the-facts-another-attack-ad-in-the-race-to-represent-iowa-in-the-senate/41176022,James Stratton,Get the facts: Another attack ad in the race to represent Iowa in the Senate,,,,Mike Franken,Political,Politician,Democratic,No,,Yes,U.S. Senator,"Individual Record, Legislation",Advertisement,Video + Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/get-the-facts-another-attack-ad-in-the-race-to-represent-iowa-in-the-senate/41176022,James Stratton,Get the facts: Another attack ad in the race to represent Iowa in the Senate,,,,Mike Franken,Political,Politician,Democratic,No,,Yes,U.S. Senator,"Individual Record, Voting/Elections",Advertisement,Video + Article,Yes,B,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/get-the-facts-fact-checking-new-ads-from-nunn-campaign-national-republican-congressional-committee/41234956,Amanda Rooker,"Get the facts: Fact-checking new ads from Nunn campaign, National Republican Congressional Committee",,,,National Republican Congressional Committee,Political,Political organization,Republican,,,,,Individual Record,Advertisement,Video + Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/get-the-facts-fact-checking-new-ads-from-nunn-campaign-national-republican-congressional-committee/41234956,Amanda Rooker,"Get the facts: Fact-checking new ads from Nunn campaign, National Republican Congressional Committee",,,,National Republican Congressional Committee,Political,Political organization,Republican,,,,,"Individual Record, Legislation, Economic Issues",Advertisement,Video + Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/get-the-facts-fact-checking-new-ads-from-nunn-campaign-national-republican-congressional-committee/41234956,Amanda Rooker,"Get the facts: Fact-checking new ads from Nunn campaign, National Republican Congressional Committee",,,,National Republican Congressional Committee,Political,Political organization,Republican,,,,,Individual Record,Advertisement,Video + Article,No,B,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/get-the-facts-fact-checking-new-ads-from-nunn-campaign-national-republican-congressional-committee/41234956,Amanda Rooker,"Get the facts: Fact-checking new ads from Nunn campaign, National Republican Congressional Committee",,,,Zach Nunn,Political,Politician,Republican,No,,Yes,U.S. Representative,"Economic Issues, Individual Record",Advertisement,Video + Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/nunn-pushes-back-on-new-axne-ad-targeting-his-no-exceptions-abortion-stance/40874901,Amanda Rooker,Nunn pushes back on new Axne ad targeting his 'no exceptions' abortion stance,,,,Cindy Axne,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,"Abortion/Women, Individual Record",Advertisement,Video + Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/cindy-axne-zach-nunn-release-new-campaign-ads-as-iowa-district-3-race-heats-up/40971118,James Stratton,"Cindy Axne, Zach Nunn release new campaign ads as Iowa District 3 race heats up",,,,Cindy Axne,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,"Individual Record, Economic Issues, Legislation",Advertisement,Video + Article,Yes,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
309,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/get-the-facts-fact-checking-new-ad-from-axne-campaign-zach-nunn/41220851,Amanda Rooker,Get the facts: fact-checking new ad from Axne campaign,,,,Cindy Axne,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,"Abortion/Women, Individual Record",Advertisement,Video + Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/kcci-fact-check-new-axne-ad-accuses-nunn-of-taking-money-from-china/41034368,Amanda Rooker,KCCI Fact Check: New Axne ad accuses Nunn of taking money from China,,,,Cindy Axne,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,"Individual Record, Voting/Elections",Advertisement,Video + Article,Yes,A,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/kcci-fact-check-new-axne-ad-accuses-nunn-of-taking-money-from-china/41034368,Amanda Rooker,KCCI Fact Check: New Axne ad accuses Nunn of taking money from China,,,,Cindy Axne,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,"Individual Record, Economic Issues",Advertisement,Video + Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/kcci-fact-check-new-axne-ad-accuses-nunn-of-taking-money-from-china/41034368,Amanda Rooker,KCCI Fact Check: New Axne ad accuses Nunn of taking money from China,,,,Cindy Axne,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,"Individual Record, Economic Issues",Advertisement,Video + Article,Yes,B,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Iowa,KCCI's Get the Facts,9/26/2022,https://www.kcci.com/article/iowa-fact-checking-claims-made-in-chuck-grassley-attack-ad/41011162,James Stratton,Fact checking claims made in Chuck Grassley attack ad,,,,Unknown political group,Political,Political organization,Other,,,,,"Health, Legislation, Individual Record",Advertisement,Video + Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
312,Iowa,KCCI's Get the Facts,9/30/2022,https://www.kcci.com/article/get-the-facts-fact-checking-new-zach-nunn-ad-makes-claims-about-cindy-axnes-stance-on-abortion/41413370,Scott Carpenter,New Zach Nunn ad makes claims about Cindy Axne's stance on abortion,,,,Zach Nunn,Political,Politician,Republican,No,,Yes,U.S. Representative,"Abortion/Women, Legislation, Individual Record",Advertisement,Video + Article,Yes,A,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
,Iowa,KCCI's Get the Facts,10/1/2022,https://www.kcci.com/article/get-the-facts-fact-checking-new-zach-nunn-ad-makes-claims-about-cindy-axnes-stance-on-abortion/41413370,Scott Carpenter,New Zach Nunn ad makes claims about Cindy Axne's stance on abortion,,,,Zach Nunn,Political,Politician,Republican,No,,Yes,U.S. Representative,"Abortion/Women, Legislation, Health, Individual Record",Advertisement,Video + Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
,Iowa,KCCI's Get the Facts,10/1/2022,https://www.kcci.com/article/get-the-facts-fact-checking-new-zach-nunn-ad-makes-claims-about-cindy-axnes-stance-on-abortion/41413370,Scott Carpenter,New Zach Nunn ad makes claims about Cindy Axne's stance on abortion,,,,Zach Nunn,Political,Politician,Republican,No,,Yes,U.S. Representative,"Abortion/Women, Individual Record",Advertisement,Video + Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Iowa,KCCI's Get the Facts,10/2/2022,https://www.kcci.com/article/get-the-facts-fact-checking-new-zach-nunn-ad-makes-claims-about-cindy-axnes-stance-on-abortion/41413370,Scott Carpenter,New Zach Nunn ad makes claims about Cindy Axne's stance on abortion,,,,Zach Nunn,Political,Politician,Republican,No,,Yes,U.S. Representative,"Abortion/Women, Individual Record, Legislation",Advertisement,Video + Article,Yes,B,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
313,Iowa,KCCI's Get the Facts,10/4/2022,https://www.kcci.com/article/get-the-facts-cindy-axne-campaign-ad-accuses-zach-nunn-of-spying-on-political-opponents-with-baby-monitor/41520146,Scott Carpenter,Get the Facts: Cindy Axne campaign ad accuses Zach Nunn of spying on fellow classmates in student government with baby monitor,,,,Cindy Axne,Political,Politician,Democratic,Yes,U.S. Representative,Yes,U.S. Representative,Individual Record,Advertisement,Video + Article,Yes,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Iowa,KCCI's Get the Facts,10/5/2022,https://www.kcci.com/article/ad-attacks-tom-miller-over-handling-of-sex-offender-case/41536826,Andrew Mollenbeck,Ad attacks Tom Miller over handling of sex offender case,,,,Brenna Bird,Political,Politician,Republican,No,,Yes,State Attorney General,"Individual Record, LGBTQ, Law and Crime and Policing",Advertisement,Video + Article,Yes,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
